,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
0,128ad020-e200-4a5e-a820-ec477432c192,[Robert] is a brother of [William].  [William] is the father of [Jeanette]. ,"('Jeanette', 'Robert')",What is the family connection between [Jeanette] and [Robert] ? ,uncle,"[""[Robert] is [Jeanette]'s uncle. ""]",[William] is the father of [Jeanette].  [Robert] is a brother of [William]. ,"[{('Jeanette', 'uncle', 'Robert'): [('Jeanette', 'father', 'William'), ('William', 'brother', 'Robert')]}]",father-brother,task_1.2,"[(0, 1), (1, 2)]","['father', 'brother']","(0, 2)","Jeanette:female,William:male,Robert:male",,"{8: 0, 2: 1, 5: 2}",train
1,70fd4beb-4987-4373-9896-e5b0ed0aa234,[William] has a daughter called [Dorothy].  [William] is [Charles]'s father. ,"('Charles', 'Dorothy')",How are [Charles] and [Dorothy] related to each other ? ,sister,['[Dorothy] is a sister of [Charles]. '],[William] is [Charles]'s father.  [William] has a daughter called [Dorothy]. ,"[{('Charles', 'sister', 'Dorothy'): [('Charles', 'father', 'William'), ('William', 'daughter', 'Dorothy')]}]",father-daughter,task_1.2,"[(0, 1), (1, 2)]","['father', 'daughter']","(0, 2)","Charles:male,William:male,Dorothy:female",,"{10: 0, 2: 1, 7: 2}",train
2,c858ac69-84a4-47da-8dd1-f461f79e3e90,[Joann] is [Rebecca]'s daughter.  [Eula] has a sister named [Rebecca]. ,"('Eula', 'Joann')",Fill in the blanks : [Joann] is [Eula] 's _. ,neice,['[Joann] is the niece of [Eula]. '],[Eula] has a sister named [Rebecca].  [Joann] is [Rebecca]'s daughter. ,"[{('Eula', 'neice', 'Joann'): [('Eula', 'sister', 'Rebecca'), ('Rebecca', 'daughter', 'Joann')]}]",sister-daughter,task_1.2,"[(0, 1), (1, 2)]","['sister', 'daughter']","(0, 2)","Eula:female,Rebecca:female,Joann:female",,"{21: 0, 3: 1, 15: 2}",train
3,9eda4dc5-31f6-49e4-ae19-ed731685bd8e,[Mathew] is a brother of [Shawn].  [Eula] is [Mathew]'s mother. ,"('Shawn', 'Eula')",How are [Shawn] and [Eula] related to each other ? ,mother,['[Eula] is the mother of [Shawn]. '],[Mathew] is a brother of [Shawn].  [Eula] is [Mathew]'s mother. ,"[{('Shawn', 'mother', 'Eula'): [('Shawn', 'brother', 'Mathew'), ('Mathew', 'mother', 'Eula')]}]",brother-mother,task_1.2,"[(0, 1), (1, 2)]","['brother', 'mother']","(0, 2)","Shawn:male,Mathew:male,Eula:female",,"{24: 0, 22: 1, 21: 2}",train
4,c699249f-de14-46f7-a86f-65bda481752b,[Michael] has a wife who is [Jeanette].  [Audrey] is the mother of [Jeanette]. ,"('Michael', 'Audrey')",How are [Michael] and [Audrey] related to each other ? ,mother-in-law,['[Audrey] is the mother-in-law of [Michael]. '],[Michael] has a wife who is [Jeanette].  [Audrey] is the mother of [Jeanette]. ,"[{('Michael', 'mother-in-law', 'Audrey'): [('Michael', 'wife', 'Jeanette'), ('Jeanette', 'mother', 'Audrey')]}]",wife-mother,task_1.2,"[(0, 1), (1, 2)]","['wife', 'mother']","(0, 2)","Michael:male,Jeanette:female,Audrey:female",,"{27: 0, 8: 1, 6: 2}",train
5,56a03e52-370d-4172-b477-ba3d8239dfcf,[Robert] has a son called [Mathew].  [Julie] is [Mathew]'s grandmother. ,"('Robert', 'Julie')",How is [Robert] related to [Julie] ? ,mother,"[""[Julie] is [Robert]'s mother. ""]",[Robert] has a son called [Mathew].  [Julie] is [Mathew]'s grandmother. ,"[{('Robert', 'mother', 'Julie'): [('Robert', 'son', 'Mathew'), ('Mathew', 'grandmother', 'Julie')]}]",son-grandmother,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandmother']","(0, 2)","Robert:male,Mathew:male,Julie:female",,"{5: 0, 22: 1, 1: 2}",train
6,aba43f35-7c1e-4266-9ffe-df042f6c6d41,[Adrian] is [Steven]'s uncle.  [Steven] is [Casey]'s son. ,"('Casey', 'Adrian')",Who is [Adrian] from the point of relation of [Casey] ? ,brother,"[""[Adrian] is [Casey]'s brother. ""]",[Steven] is [Casey]'s son.  [Adrian] is [Steven]'s uncle. ,"[{('Casey', 'brother', 'Adrian'): [('Casey', 'son', 'Steven'), ('Steven', 'uncle', 'Adrian')]}]",son-uncle,task_1.2,"[(0, 1), (1, 2)]","['son', 'uncle']","(0, 2)","Casey:male,Steven:male,Adrian:male",,"{4: 0, 17: 1, 11: 2}",train
7,708aa8ef-9638-46fa-884d-462eeaa01673,[Jeanette] has a sister named [Dorothy].  [William] has a daughter called [Jeanette]. ,"('William', 'Dorothy')",How is [William] related to [Dorothy] ? ,daughter,"[""[Dorothy] is [William]'s daughter. ""]",[William] has a daughter called [Jeanette].  [Jeanette] has a sister named [Dorothy]. ,"[{('William', 'daughter', 'Dorothy'): [('William', 'daughter', 'Jeanette'), ('Jeanette', 'sister', 'Dorothy')]}]",daughter-sister,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'sister']","(0, 2)","William:male,Jeanette:female,Dorothy:female",,"{2: 0, 8: 1, 7: 2}",train
8,d12abed7-f286-4819-88b3-e11b097ffed1,[Casey] has a daughter called [Cory].  [Steven] is a brother of [Cory]. ,"('Casey', 'Steven')",Who is [Steven] from the point of relation of [Casey] ? ,son,"[""[Steven] is [Casey]'s son. ""]",[Casey] has a daughter called [Cory].  [Steven] is a brother of [Cory]. ,"[{('Casey', 'son', 'Steven'): [('Casey', 'daughter', 'Cory'), ('Cory', 'brother', 'Steven')]}]",daughter-brother,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'brother']","(0, 2)","Casey:male,Cory:female,Steven:male",,"{4: 0, 18: 1, 17: 2}",train
9,08b29cae-84d9-4806-be5e-d9b004448c0f,[Julie] has a son called [Robert].  [Helen] is [Robert]'s daughter. ,"('Julie', 'Helen')",What is the family connection between [Julie] and [Helen] ? ,granddaughter,['[Julie] has a granddaughter who is [Helen]. '],[Julie] has a son called [Robert].  [Helen] is [Robert]'s daughter. ,"[{('Julie', 'granddaughter', 'Helen'): [('Julie', 'son', 'Robert'), ('Robert', 'daughter', 'Helen')]}]",son-daughter,task_1.2,"[(0, 1), (1, 2)]","['son', 'daughter']","(0, 2)","Julie:female,Robert:male,Helen:female",,"{1: 0, 5: 1, 25: 2}",train
10,ef875614-a815-47cd-8fac-d3e7518f893d,[Marvin] is the husband of [Nancy].  [Jeannette] is the mother of [Marvin]. ,"('Nancy', 'Jeannette')",What is the family connection between [Nancy] and [Jeannette] ? ,mother-in-law,['[Jeannette] is the mother-in-law of [Nancy]. '],[Marvin] is the husband of [Nancy].  [Jeannette] is the mother of [Marvin]. ,"[{('Nancy', 'mother-in-law', 'Jeannette'): [('Nancy', 'husband', 'Marvin'), ('Marvin', 'mother', 'Jeannette')]}]",husband-mother,task_1.2,"[(0, 1), (1, 2)]","['husband', 'mother']","(0, 2)","Nancy:female,Marvin:male,Jeannette:female",,"{36: 0, 19: 1, 16: 2}",train
