,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
0,18171be1-044c-40b4-a86e-316cfdcad14d,[Alicia] is the mother of [Jed].  [Hosea] is a son of [Alicia]. ,"('Jed', 'Hosea')","For [Jed], who is [Hosea] ? ",brother,['[Hosea] is a brother of [Jed]. '],[Alicia] is the mother of [Jed].  [Hosea] is a son of [Alicia]. ,"[{('Jed', 'brother', 'Hosea'): [('Jed', 'mother', 'Alicia'), ('Alicia', 'son', 'Hosea')]}]",mother-son,task_1.2,"[(0, 1), (1, 2)]","['mother', 'son']","(0, 2)","Jed:male,Alicia:female,Hosea:male",,"{17: 0, 4: 1, 20: 2}",train
1,820958b0-279a-4ced-8a5d-22157bdd9478,[Effie] is the mother of [Santa].  [John] is [Effie]'s son. ,"('Santa', 'John')",What is the family connection between [Santa] and [John] ? ,brother,['[Santa] has a brother named [John]. '],[Effie] is the mother of [Santa].  [John] is [Effie]'s son. ,"[{('Santa', 'brother', 'John'): [('Santa', 'mother', 'Effie'), ('Effie', 'son', 'John')]}]",mother-son,task_1.2,"[(0, 1), (1, 2)]","['mother', 'son']","(0, 2)","Santa:female,Effie:female,John:male",,"{10: 0, 2: 1, 7: 2}",train
2,31da854f-8c67-4067-93d6-f69ed0c2754a,[Roger] has a daughter called [Alicia].  [Alicia] has a son called [Jed]. ,"('Roger', 'Jed')",How is [Roger] related to [Jed] ? ,grandson,"[""[Jed] is [Roger]'s grandson. ""]",[Roger] has a daughter called [Alicia].  [Alicia] has a son called [Jed]. ,"[{('Roger', 'grandson', 'Jed'): [('Roger', 'daughter', 'Alicia'), ('Alicia', 'son', 'Jed')]}]",daughter-son,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'son']","(0, 2)","Roger:male,Alicia:female,Jed:male",,"{0: 0, 4: 1, 17: 2}",train
3,eca9021f-add1-45fd-95e9-4e63c4f9afff,[Effie] is the aunt of [Kathryn].  [Kathryn] is a daughter of [Bradley]. ,"('Bradley', 'Effie')",What is the family connection between [Bradley] and [Effie] ? ,sister,['[Bradley] has a sister named [Effie]. '],[Kathryn] is a daughter of [Bradley].  [Effie] is the aunt of [Kathryn]. ,"[{('Bradley', 'sister', 'Effie'): [('Bradley', 'daughter', 'Kathryn'), ('Kathryn', 'aunt', 'Effie')]}]",daughter-aunt,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'aunt']","(0, 2)","Bradley:male,Kathryn:female,Effie:female",,"{3: 0, 12: 1, 2: 2}",train
4,5c5f1cb8-c04a-49e7-8ed9-6116fd3e6007,[Arthur] has a daughter called [Sharon].  [Edwina] is a sister of [Sharon]. ,"('Arthur', 'Edwina')",How are [Arthur] and [Edwina] related to each other ? ,daughter,['[Arthur] has a daughter called [Edwina]. '],[Arthur] has a daughter called [Sharon].  [Edwina] is a sister of [Sharon]. ,"[{('Arthur', 'daughter', 'Edwina'): [('Arthur', 'daughter', 'Sharon'), ('Sharon', 'sister', 'Edwina')]}]",daughter-sister,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'sister']","(0, 2)","Arthur:male,Sharon:female,Edwina:female",,"{5: 0, 22: 1, 24: 2}",train
5,0015762e-ee5c-4c4d-8f6f-7e9452288f96,[Jed] is a son of [Jesse].  [Roger] is the grandfather of [Jed]. ,"('Jesse', 'Roger')",How is [Jesse] related to [Roger] ? ,father,['[Roger] is the father of [Jesse]. '],[Jed] is a son of [Jesse].  [Roger] is the grandfather of [Jed]. ,"[{('Jesse', 'father', 'Roger'): [('Jesse', 'son', 'Jed'), ('Jed', 'grandfather', 'Roger')]}]",son-grandfather,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandfather']","(0, 2)","Jesse:male,Jed:male,Roger:male",,"{16: 0, 17: 1, 0: 2}",train
6,1c87c643-fe9d-4f3b-a8ae-9b8248e670f0,[Bradley] is a brother of [Shirley].  [Bradley] has a son called [Keith]. ,"('Shirley', 'Keith')",How is [Shirley] related to [Keith] ? ,nephew,"[""[Keith] is [Shirley]'s nephew. ""]",[Bradley] is a brother of [Shirley].  [Bradley] has a son called [Keith]. ,"[{('Shirley', 'nephew', 'Keith'): [('Shirley', 'brother', 'Bradley'), ('Bradley', 'son', 'Keith')]}]",brother-son,task_1.2,"[(0, 1), (1, 2)]","['brother', 'son']","(0, 2)","Shirley:female,Bradley:male,Keith:male",,"{21: 0, 3: 1, 15: 2}",train
7,14143482-cafe-44f3-85b2-ae5721366531,[Arthur] is [Sharon]'s father.  [Albert] has a wife who is [Sharon]. ,"('Albert', 'Arthur')",Fill in the blanks : [Arthur] is [Albert] 's _. ,father-in-law,['[Arthur] is the father-in-law of [Albert]. '],[Albert] has a wife who is [Sharon].  [Arthur] is [Sharon]'s father. ,"[{('Albert', 'father-in-law', 'Arthur'): [('Albert', 'wife', 'Sharon'), ('Sharon', 'father', 'Arthur')]}]",wife-father,task_1.2,"[(0, 1), (1, 2)]","['wife', 'father']","(0, 2)","Albert:male,Sharon:female,Arthur:male",,"{38: 0, 22: 1, 5: 2}",train
8,706c7eef-5e3e-43c7-9b98-db633efb4bb5,[Jesse] is [Arthur]'s brother.  [Arthur] is [Charles]'s father. ,"('Charles', 'Jesse')",How are [Charles] and [Jesse] related to each other ? ,uncle,['[Jesse] is the uncle of [Charles]. '],[Arthur] is [Charles]'s father.  [Jesse] is [Arthur]'s brother. ,"[{('Charles', 'uncle', 'Jesse'): [('Charles', 'father', 'Arthur'), ('Arthur', 'brother', 'Jesse')]}]",father-brother,task_1.2,"[(0, 1), (1, 2)]","['father', 'brother']","(0, 2)","Charles:male,Arthur:male,Jesse:male",,"{25: 0, 5: 1, 16: 2}",train
9,870ab71a-08f3-4fab-abe2-c5d8e55fdf02,[Jesse] is the father of [Hosea].  [Hosea] is [Frances]'s husband. ,"('Frances', 'Jesse')",How are [Frances] and [Jesse] related to each other ? ,father-in-law,"[""[Jesse] is [Frances]'s father-in-law. ""]",[Hosea] is [Frances]'s husband.  [Jesse] is the father of [Hosea]. ,"[{('Frances', 'father-in-law', 'Jesse'): [('Frances', 'husband', 'Hosea'), ('Hosea', 'father', 'Jesse')]}]",husband-father,task_1.2,"[(0, 1), (1, 2)]","['husband', 'father']","(0, 2)","Frances:female,Hosea:male,Jesse:male",,"{37: 0, 20: 1, 16: 2}",train
10,0045047f-58dc-445d-9193-22da64ce8b88,[Carolyn] is a daughter of [Alicia].  [Effie] has a sister named [Alicia]. ,"('Effie', 'Carolyn')",How are [Effie] and [Carolyn] related to each other ? ,neice,"[""[Carolyn] is [Effie]'s niece. ""]",[Effie] has a sister named [Alicia].  [Carolyn] is a daughter of [Alicia]. ,"[{('Effie', 'neice', 'Carolyn'): [('Effie', 'sister', 'Alicia'), ('Alicia', 'daughter', 'Carolyn')]}]",sister-daughter,task_1.2,"[(0, 1), (1, 2)]","['sister', 'daughter']","(0, 2)","Effie:female,Alicia:female,Carolyn:female",,"{2: 0, 4: 1, 18: 2}",train
11,ec214895-d4eb-47dd-8d96-7f67a26ee0e7,[Bradley] has a son called [Reginald].  [Roger] has a son called [Bradley]. ,"('Roger', 'Reginald')",What is the family connection between [Roger] and [Reginald] ? ,grandson,['[Roger] has a grandson who is [Reginald]. '],[Roger] has a son called [Bradley].  [Bradley] has a son called [Reginald]. ,"[{('Roger', 'grandson', 'Reginald'): [('Roger', 'son', 'Bradley'), ('Bradley', 'son', 'Reginald')]}]",son-son,task_1.2,"[(0, 1), (1, 2)]","['son', 'son']","(0, 2)","Roger:male,Bradley:male,Reginald:male",,"{0: 0, 3: 1, 14: 2}",train
12,95316b70-f45c-478a-afac-60b528f09e4e,[Donald] has a wife who is [Regina].  [Tony] is the father of [Regina]. ,"('Donald', 'Tony')","For [Donald], who is [Tony] ? ",father-in-law,['[Tony] is the father-in-law of [Donald]. '],[Donald] has a wife who is [Regina].  [Tony] is the father of [Regina]. ,"[{('Donald', 'father-in-law', 'Tony'): [('Donald', 'wife', 'Regina'), ('Regina', 'father', 'Tony')]}]",wife-father,task_1.2,"[(0, 1), (1, 2)]","['wife', 'father']","(0, 2)","Donald:male,Regina:female,Tony:male",,"{27: 0, 8: 1, 6: 2}",train
