,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
0,2843911e-a6c5-43aa-8c35-c923d407d5a1,[Gary] has a son called [Daniel].  [Daniel] has a wife who is [Tamela]. ,"('Gary', 'Tamela')",What is the family connection between [Gary] and [Tamela] ? ,daughter-in-law,['[Tamela] is the daughter-in-law of [Gary]. '],[Gary] has a son called [Daniel].  [Daniel] has a wife who is [Tamela]. ,"[{('Gary', 'daughter-in-law', 'Tamela'): [('Gary', 'son', 'Daniel'), ('Daniel', 'wife', 'Tamela')]}]",son-wife,task_1.2,"[(0, 1), (1, 2)]","['son', 'wife']","(0, 2)","Gary:male,Daniel:male,Tamela:female",,"{6: 0, 9: 1, 28: 2}",train
1,02d4353b-9f9f-4bb0-9a5c-e94916ae0217,[Stella] is [Tyson]'s wife.  [Timothy] is the father of [Stella]. ,"('Tyson', 'Timothy')",How is [Tyson] related to [Timothy] ? ,father-in-law,"[""[Timothy] is [Tyson]'s father-in-law. ""]",[Stella] is [Tyson]'s wife.  [Timothy] is the father of [Stella]. ,"[{('Tyson', 'father-in-law', 'Timothy'): [('Tyson', 'wife', 'Stella'), ('Stella', 'father', 'Timothy')]}]",wife-father,task_1.2,"[(0, 1), (1, 2)]","['wife', 'father']","(0, 2)","Tyson:male,Stella:female,Timothy:male",,"{33: 0, 15: 1, 3: 2}",train
2,d68364df-e2d0-415c-823f-8d2c1ff1a601,[Herman] is a son of [Jared].  [Scott] is [Herman]'s grandfather. ,"('Jared', 'Scott')",How is [Jared] related to [Scott] ? ,father,"[""[Scott] is [Jared]'s father. ""]",[Herman] is a son of [Jared].  [Scott] is [Herman]'s grandfather. ,"[{('Jared', 'father', 'Scott'): [('Jared', 'son', 'Herman'), ('Herman', 'grandfather', 'Scott')]}]",son-grandfather,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandfather']","(0, 2)","Jared:male,Herman:male,Scott:male",,"{16: 0, 17: 1, 0: 2}",train
3,6b60cc66-11a7-4489-b900-4e02a9d7e739,[Veronica] is [Robert]'s grandmother.  [Fritz] has a son called [Robert]. ,"('Fritz', 'Veronica')",Fill in the blanks : [Veronica] is [Fritz] 's _. ,mother,"[""[Veronica] is [Fritz]'s mother. ""]",[Fritz] has a son called [Robert].  [Veronica] is [Robert]'s grandmother. ,"[{('Fritz', 'mother', 'Veronica'): [('Fritz', 'son', 'Robert'), ('Robert', 'grandmother', 'Veronica')]}]",son-grandmother,task_1.2,"[(0, 1), (1, 2)]","['son', 'grandmother']","(0, 2)","Fritz:male,Robert:male,Veronica:female",,"{5: 0, 22: 1, 1: 2}",train
4,67890edb-fbf4-4a35-b2ce-b7252629d819,[Debra] has a son called [Alex].  [Alex] has a sister named [Linda]. ,"('Debra', 'Linda')",What is the family connection between [Debra] and [Linda] ? ,daughter,['[Debra] has a daughter called [Linda]. '],[Debra] has a son called [Alex].  [Alex] has a sister named [Linda]. ,"[{('Debra', 'daughter', 'Linda'): [('Debra', 'son', 'Alex'), ('Alex', 'sister', 'Linda')]}]",son-sister,task_1.2,"[(0, 1), (1, 2)]","['son', 'sister']","(0, 2)","Debra:female,Alex:male,Linda:female",,"{2: 0, 8: 1, 7: 2}",train
5,a24ad311-0c96-4dc5-928f-b4e2329790d5,[Debra] is the wife of [Gary].  [Veronica] is the mother of [Debra]. ,"('Gary', 'Veronica')","For [Gary], who is [Veronica] ? ",mother-in-law,['[Veronica] is the mother-in-law of [Gary]. '],[Debra] is the wife of [Gary].  [Veronica] is the mother of [Debra]. ,"[{('Gary', 'mother-in-law', 'Veronica'): [('Gary', 'wife', 'Debra'), ('Debra', 'mother', 'Veronica')]}]",wife-mother,task_1.2,"[(0, 1), (1, 2)]","['wife', 'mother']","(0, 2)","Gary:male,Debra:female,Veronica:female",,"{6: 0, 2: 1, 1: 2}",train
6,aadb6966-674b-47ce-a235-ed610124c8d6,[Debra] is the mother of [Alex].  [Linda] is a daughter of [Debra]. ,"('Alex', 'Linda')",What is the family connection between [Alex] and [Linda] ? ,sister,['[Linda] is a sister of [Alex]. '],[Debra] is the mother of [Alex].  [Linda] is a daughter of [Debra]. ,"[{('Alex', 'sister', 'Linda'): [('Alex', 'mother', 'Debra'), ('Debra', 'daughter', 'Linda')]}]",mother-daughter,task_1.2,"[(0, 1), (1, 2)]","['mother', 'daughter']","(0, 2)","Alex:male,Debra:female,Linda:female",,"{8: 0, 2: 1, 7: 2}",train
7,ed519b64-b596-4dd9-aa24-411769ad2d19,[Grisel] is [Linda]'s aunt.  [Gary] has a daughter called [Linda]. ,"('Gary', 'Grisel')",Who is [Grisel] from the point of relation of [Gary] ? ,sister,['[Gary] has a sister named [Grisel]. '],[Gary] has a daughter called [Linda].  [Grisel] is [Linda]'s aunt. ,"[{('Gary', 'sister', 'Grisel'): [('Gary', 'daughter', 'Linda'), ('Linda', 'aunt', 'Grisel')]}]",daughter-aunt,task_1.2,"[(0, 1), (1, 2)]","['daughter', 'aunt']","(0, 2)","Gary:male,Linda:female,Grisel:female",,"{6: 0, 7: 1, 21: 2}",train
8,5bc7ef24-794f-4efb-8f94-767dd9695852,[Antonio] is [Cheryl]'s husband.  [Debra] is [Antonio]'s mother. ,"('Cheryl', 'Debra')",Fill in the blanks : [Debra] is [Cheryl] 's _. ,mother-in-law,"[""[Debra] is [Cheryl]'s mother-in-law. ""]",[Antonio] is [Cheryl]'s husband.  [Debra] is [Antonio]'s mother. ,"[{('Cheryl', 'mother-in-law', 'Debra'): [('Cheryl', 'husband', 'Antonio'), ('Antonio', 'mother', 'Debra')]}]",husband-mother,task_1.2,"[(0, 1), (1, 2)]","['husband', 'mother']","(0, 2)","Cheryl:female,Antonio:male,Debra:female",,"{29: 0, 10: 1, 2: 2}",train
9,154be135-edb0-4822-bf2f-598662aa8da5,[Gary] is [Logan]'s uncle.  [Logan] is a son of [Doris]. ,"('Doris', 'Gary')",How is [Doris] related to [Gary] ? ,brother,"[""[Gary] is [Doris]'s brother. ""]",[Logan] is a son of [Doris].  [Gary] is [Logan]'s uncle. ,"[{('Doris', 'brother', 'Gary'): [('Doris', 'son', 'Logan'), ('Logan', 'uncle', 'Gary')]}]",son-uncle,task_1.2,"[(0, 1), (1, 2)]","['son', 'uncle']","(0, 2)","Doris:female,Logan:male,Gary:male",,"{11: 0, 12: 1, 6: 2}",train
