,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
0,9c0f298a-a5e2-48ab-afa7-9242291cb41a,[Angela] is [Harvey]'s daughter.  [Robert] is the father of [Harvey].  [Harvey] is the father of [Thomas]. ,"('Thomas', 'Robert')",Fill in the blanks : [Robert] is [Thomas] 's _. ,grandfather,"[""[Robert] is [Thomas]'s grandfather. ""]",[Harvey] is the father of [Thomas].  [Robert] is the father of [Harvey]. ,"[{('Thomas', 'grandfather', 'Robert'): [('Thomas', 'father', 'Harvey'), ('Harvey', 'father', 'Robert')]}]",father-father,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['father', 'father', 'daughter']","(0, 2)","Thomas:male,Harvey:male,Robert:male,Angela:female",,"{9: 0, 2: 1, 0: 2, 8: 3}",train
1,94d673ba-e981-4b76-aa3d-52d8c57c9853,[Joseph] has a brother named [Arthur].  [Joseph] is the husband of [Jacquelyn].  [Nora] is the mother of [Joseph]. ,"('Jacquelyn', 'Nora')",How is [Jacquelyn] related to [Nora] ? ,mother-in-law,['[Nora] is the mother-in-law of [Jacquelyn]. '],[Joseph] is the husband of [Jacquelyn].  [Nora] is the mother of [Joseph]. ,"[{('Jacquelyn', 'mother-in-law', 'Nora'): [('Jacquelyn', 'husband', 'Joseph'), ('Joseph', 'mother', 'Nora')]}]",husband-mother,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['husband', 'mother', 'brother']","(0, 2)","Jacquelyn:female,Joseph:male,Nora:female,Arthur:male",,"{33: 0, 15: 1, 3: 2, 13: 3}",train
2,369d6b68-27a6-433d-8ed6-3eaffc7c85fe,[Arthur] is a son of [Nora].  [Ester] is [Nora]'s sister.  [Nora] is [Joseph]'s mother. ,"('Joseph', 'Ester')",How is [Joseph] related to [Ester] ? ,aunt,"[""[Ester] is [Joseph]'s aunt. ""]",[Nora] is [Joseph]'s mother.  [Ester] is [Nora]'s sister. ,"[{('Joseph', 'aunt', 'Ester'): [('Joseph', 'mother', 'Nora'), ('Nora', 'sister', 'Ester')]}]",mother-sister,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['mother', 'sister', 'son']","(0, 2)","Joseph:male,Nora:female,Ester:female,Arthur:male",,"{15: 0, 3: 1, 4: 2, 13: 3}",train
3,6a43ec29-5f73-49c1-83c7-dd814d82cd63,[Samantha] is [Lonnie]'s mother.  [Jessica] is [Lonnie]'s sister.  The husband of [Anita] is [Lonnie]. ,"('Anita', 'Samantha')",How are [Anita] and [Samantha] related to each other ? ,mother-in-law,['[Samantha] is the mother-in-law of [Anita]. '],The husband of [Anita] is [Lonnie].  [Samantha] is [Lonnie]'s mother. ,"[{('Anita', 'mother-in-law', 'Samantha'): [('Anita', 'husband', 'Lonnie'), ('Lonnie', 'mother', 'Samantha')]}]",husband-mother,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['husband', 'mother', 'sister']","(0, 2)","Anita:female,Lonnie:male,Samantha:female,Jessica:female",,"{38: 0, 22: 1, 5: 2, 24: 3}",train
4,611bac72-d392-4043-be39-e2832efb7c7e,[Sean] is a brother of [Pamela].  [Pamela] is the wife of [James].  [William] is the father of [Pamela]. ,"('James', 'William')","For [James], who is [William] ? ",father-in-law,"[""[William] is [James]'s father-in-law. ""]",[Pamela] is the wife of [James].  [William] is the father of [Pamela]. ,"[{('James', 'father-in-law', 'William'): [('James', 'wife', 'Pamela'), ('Pamela', 'father', 'William')]}]",wife-father,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['wife', 'father', 'brother']","(0, 2)","James:male,Pamela:female,William:male,Sean:male",,"{37: 0, 20: 1, 16: 2, 18: 3}",train
5,942ea8d8-451b-412b-bf27-3f018614a370,[Nora] has a daughter called [Julia].  [Nora] has a son called [Joseph].  [Nora] is a daughter of [Robert]. ,"('Robert', 'Julia')",What is the family connection between [Robert] and [Julia] ? ,granddaughter,['[Robert] has a granddaughter who is [Julia]. '],[Nora] is a daughter of [Robert].  [Nora] has a daughter called [Julia]. ,"[{('Robert', 'granddaughter', 'Julia'): [('Robert', 'daughter', 'Nora'), ('Nora', 'daughter', 'Julia')]}]",daughter-daughter,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['daughter', 'daughter', 'son']","(0, 2)","Robert:male,Nora:female,Julia:female,Joseph:male",,"{0: 0, 3: 1, 14: 2, 15: 3}",train
6,048e56bb-9032-4ec5-a29a-31906a08e779,[Thomas] is a brother of [Angela].  [Joan] is the mother of [Angela].  [Edwin] has a wife who is [Angela]. ,"('Edwin', 'Joan')",Who is [Joan] from the point of relation of [Edwin] ? ,mother-in-law,['[Joan] is the mother-in-law of [Edwin]. '],[Edwin] has a wife who is [Angela].  [Joan] is the mother of [Angela]. ,"[{('Edwin', 'mother-in-law', 'Joan'): [('Edwin', 'wife', 'Angela'), ('Angela', 'mother', 'Joan')]}]",wife-mother,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['wife', 'mother', 'brother']","(0, 2)","Edwin:male,Angela:female,Joan:female,Thomas:male",,"{27: 0, 8: 1, 6: 2, 9: 3}",train
7,6667775a-ef9d-4ec9-b8e7-229fb787ebb0,[Michael] is the father of [Lonnie].  [Barbara] is the grandmother of [Lonnie].  [Lonnie] is a son of [Samantha]. ,"('Samantha', 'Barbara')",How is [Samantha] related to [Barbara] ? ,mother,['[Barbara] is the mother of [Samantha]. '],[Lonnie] is a son of [Samantha].  [Barbara] is the grandmother of [Lonnie]. ,"[{('Samantha', 'mother', 'Barbara'): [('Samantha', 'son', 'Lonnie'), ('Lonnie', 'grandmother', 'Barbara')]}]",son-grandmother,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['son', 'grandmother', 'father']","(0, 2)","Samantha:female,Lonnie:male,Barbara:female,Michael:male",,"{5: 0, 22: 1, 1: 2, 21: 3}",train
8,cddb7472-0afb-4374-b410-58d60eb71890,[Harvey] has a son called [Thomas].  [Felipe] is [Harvey]'s son.  [Samantha] has a brother named [Harvey]. ,"('Samantha', 'Felipe')",How are [Samantha] and [Felipe] related to each other ? ,nephew,['[Felipe] is the nephew of [Samantha]. '],[Samantha] has a brother named [Harvey].  [Felipe] is [Harvey]'s son. ,"[{('Samantha', 'nephew', 'Felipe'): [('Samantha', 'brother', 'Harvey'), ('Harvey', 'son', 'Felipe')]}]",brother-son,task_3.2,"[(0, 1), (1, 2), (1, 3)]","['brother', 'son', 'son']","(0, 2)","Samantha:female,Harvey:male,Felipe:male,Thomas:male",,"{5: 0, 2: 1, 10: 2, 9: 3}",train
9,d8375dc9-0bdb-4f4f-843e-7ed8a1550adf,[Linda] is [William]'s daughter.  [Pamela] is a sister of [Linda].  [William] has a wife who is [Ester]. ,"('William', 'Pamela')",How are [William] and [Pamela] related to each other ? ,daughter,"[""[Pamela] is [William]'s daughter. ""]",[Linda] is [William]'s daughter.  [Pamela] is a sister of [Linda]. ,"[{('William', 'daughter', 'Pamela'): [('William', 'daughter', 'Linda'), ('Linda', 'sister', 'Pamela')]}]",daughter-sister,task_3.2,"[(0, 1), (1, 2), (0, 3)]","['daughter', 'sister', 'wife']","(0, 2)","William:male,Linda:female,Pamela:female,Ester:female",,"{16: 0, 17: 1, 20: 2, 4: 3}",train
